"","Gender","Own_car","Own_realty","No_children","Income","Income_type","Education","Marital_status","Housing_type","DateOfBirth","DateOfEmployed","Workphone","Phone","Email","Occupation","No_family_members","Risk_user"
"45","2","1","1",2,135000,"Working","Secondary","Married","House / apartment","1926-11-07","1961-04-25","0","0","0","Laborers",4,"0"
"46","2","1","1",2,135000,"Working","Secondary","Married","House / apartment","1926-11-07","1961-04-25","0","0","0","Laborers",4,"0"
"47","2","1","1",2,135000,"Working","Secondary","Married","House / apartment","1926-11-07","1961-04-25","0","0","0","Laborers",4,"0"
"48","2","0","1",1,211500,"State servant","Secondary","Civil marriage","House / apartment","1925-08-13","1950-07-26","0","0","0","Core staff",3,"0"
"49","2","0","1",1,211500,"State servant","Secondary","Civil marriage","House / apartment","1925-08-13","1950-07-26","0","0","0","Core staff",3,"0"
"50","1","1","1",0,360000,"Commercial associate","Secondary","Married","House / apartment","1924-05-12","1955-04-26","0","1","0","Security staff",2,"1"
"51","2","0","1",2,126000,"Commercial associate","Higher education","Married","House / apartment","1936-01-09","1965-02-23","0","0","1","Managers",4,"0"
"52","2","0","1",2,126000,"Commercial associate","Higher education","Married","House / apartment","1936-01-09","1965-02-23","0","0","1","Managers",4,"0"
"53","2","0","1",2,126000,"Commercial associate","Higher education","Married","House / apartment","1936-01-09","1965-02-23","0","0","1","Managers",4,"0"
"54","2","0","1",2,126000,"Commercial associate","Higher education","Married","House / apartment","1936-01-09","1965-02-23","0","0","1","Managers",4,"0"
"55","2","0","1",2,126000,"Commercial associate","Higher education","Married","House / apartment","1936-01-09","1965-02-23","0","0","1","Managers",4,"0"
"56","2","0","1",2,126000,"Commercial associate","Higher education","Married","House / apartment","1936-01-09","1965-02-23","0","0","1","Managers",4,"1"
"57","2","0","1",2,126000,"Commercial associate","Higher education","Married","House / apartment","1936-01-09","1965-02-23","0","0","1","Managers",4,"0"
"58","2","0","1",2,126000,"Commercial associate","Higher education","Married","House / apartment","1936-01-09","1965-02-23","0","0","1","Managers",4,"0"
"59","2","0","1",2,126000,"Commercial associate","Higher education","Married","House / apartment","1936-01-09","1965-02-23","0","0","1","Managers",4,"0"
"60","2","0","1",2,126000,"Commercial associate","Higher education","Married","House / apartment","1936-01-09","1965-02-23","0","0","1","Managers",4,"0"
"61","2","0","1",0,247500,"Commercial associate","Higher education","Separated","Rented apartment","1923-06-01","1966-04-25","0","0","0","Core staff",1,"0"
"62","2","0","1",0,247500,"Commercial associate","Higher education","Separated","Rented apartment","1923-06-01","1966-04-25","0","0","0","Core staff",1,"0"
"63","2","0","1",0,247500,"Commercial associate","Higher education","Separated","Rented apartment","1923-06-01","1966-04-25","0","0","0","Core staff",1,"0"
"64","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"65","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"66","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"67","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"68","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"69","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"70","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"71","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"72","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"73","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"74","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"75","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"1"
"76","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"77","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"1"
"78","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"79","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"1"
"80","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"81","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"1"
"82","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"83","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"1"
"84","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"85","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"1"
"86","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"87","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"1"
"88","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"89","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"1"
"90","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"91","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"1"
"92","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"93","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"1"
"94","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"95","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"1"
"96","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"97","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"98","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"99","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"1"
"100","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"101","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"1"
"102","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"103","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"104","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"105","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"106","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"107","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"108","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"109","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"110","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"111","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"112","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"113","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"114","2","0","1",0,297000,"Commercial associate","Secondary","Single","Rented apartment","1927-07-07","1961-02-23","0","0","0","Laborers",1,"0"
"115","2","0","0",0,157500,"Commercial associate","Higher education","Married","House / apartment","1932-08-26","1956-09-25","0","1","0","High skill tech staff",2,"1"
"116","2","0","0",0,157500,"Commercial associate","Higher education","Married","House / apartment","1932-08-26","1956-09-25","0","1","0","High skill tech staff",2,"0"
"117","2","0","0",0,157500,"Commercial associate","Higher education","Married","House / apartment","1932-08-26","1956-09-25","0","1","0","High skill tech staff",2,"1"
"118","2","0","0",0,157500,"Commercial associate","Higher education","Married","House / apartment","1932-08-26","1956-09-25","0","1","0","High skill tech staff",2,"1"
"119","2","0","0",0,157500,"Commercial associate","Higher education","Married","House / apartment","1932-08-26","1956-09-25","0","1","0","High skill tech staff",2,"1"
"120","1","0","1",0,135000,"Working","Secondary","Married","House / apartment","1927-08-11","1966-02-23","1","1","0","Drivers",2,"0"
"121","1","0","1",0,135000,"Working","Secondary","Married","House / apartment","1927-08-11","1966-02-23","1","1","0","Drivers",2,"0"
"122","1","0","1",0,135000,"Working","Secondary","Married","House / apartment","1927-08-11","1966-02-23","1","1","0","Drivers",2,"0"
"123","1","0","1",0,135000,"Working","Secondary","Married","House / apartment","1927-08-11","1966-02-23","1","1","0","Drivers",2,"0"
"124","2","1","1",0,135000,"Working","Secondary","Married","House / apartment","1921-04-23","1965-04-25","0","0","0","Laborers",2,"0"
"125","2","1","1",0,135000,"Working","Secondary","Married","House / apartment","1921-04-23","1965-04-25","0","0","0","Laborers",2,"0"
"126","2","1","1",0,135000,"Working","Secondary","Married","House / apartment","1921-04-23","1965-04-25","0","0","0","Laborers",2,"0"
"127","2","1","1",0,135000,"Working","Secondary","Married","House / apartment","1921-04-23","1965-04-25","0","0","0","Laborers",2,"0"
"128","2","1","1",0,135000,"Working","Secondary","Married","House / apartment","1921-04-23","1965-04-25","0","0","0","Laborers",2,"0"
"129","2","1","1",0,135000,"Working","Secondary","Married","House / apartment","1921-04-23","1965-04-25","0","0","0","Laborers",2,"0"
"130","2","1","1",0,135000,"Working","Secondary","Married","House / apartment","1921-04-23","1965-04-25","0","0","0","Laborers",2,"0"
"131","2","1","1",0,135000,"Working","Secondary","Married","House / apartment","1921-04-23","1965-04-25","0","0","0","Laborers",2,"0"
"132","1","1","1",0,112500,"State servant","Secondary","Married","House / apartment","1912-11-07","1963-06-26","0","1","0","Drivers",2,"0"
"133","1","1","1",0,112500,"State servant","Secondary","Married","House / apartment","1912-11-07","1963-06-26","0","1","0","Drivers",2,"0"
"134","1","1","1",0,112500,"State servant","Secondary","Married","House / apartment","1912-11-07","1963-06-26","0","1","0","Drivers",2,"0"
"135","1","1","1",0,112500,"State servant","Secondary","Married","House / apartment","1912-11-07","1963-06-26","0","1","0","Drivers",2,"0"
"136","1","1","1",0,112500,"State servant","Secondary","Married","House / apartment","1912-11-07","1963-06-26","0","1","0","Drivers",2,"0"
"137","1","1","1",0,112500,"State servant","Secondary","Married","House / apartment","1912-11-07","1963-06-26","0","1","0","Drivers",2,"0"
"138","2","1","1",0,270000,"Working","Secondary","Separated","House / apartment","1924-08-08","1966-09-25","1","1","0","Cleaning staff",1,"0"
"139","2","1","1",0,270000,"Working","Secondary","Separated","House / apartment","1924-08-08","1966-09-25","1","1","0","Cleaning staff",1,"0"
"140","2","1","1",0,270000,"Working","Secondary","Separated","House / apartment","1924-08-08","1966-09-25","1","1","0","Cleaning staff",1,"0"
"141","2","1","1",0,270000,"Working","Secondary","Separated","House / apartment","1924-08-08","1966-09-25","1","1","0","Cleaning staff",1,"0"
"142","2","1","1",0,270000,"Working","Secondary","Separated","House / apartment","1924-08-08","1966-09-25","1","1","0","Cleaning staff",1,"0"
"143","2","1","1",0,270000,"Working","Higher education","Married","House / apartment","1940-11-26","1967-09-26","0","0","1","Managers",2,"0"
"144","2","1","1",0,270000,"Working","Higher education","Married","House / apartment","1940-11-26","1967-09-26","0","0","1","Managers",2,"0"
"145","1","1","1",0,157500,"Working","Secondary","Married","House / apartment","1942-10-28","1967-09-26","0","0","0","Drivers",2,"0"
"146","1","0","1",0,166500,"Working","Secondary","Married","House / apartment","1918-03-09","1952-10-26","1","1","0","Laborers",2,"0"
"147","1","0","1",0,166500,"Working","Secondary","Married","House / apartment","1918-03-09","1952-10-26","1","1","0","Laborers",2,"0"
"148","1","0","1",0,166500,"Working","Secondary","Married","House / apartment","1918-03-09","1952-10-26","1","1","0","Laborers",2,"0"
"149","1","0","1",0,166500,"Working","Secondary","Married","House / apartment","1918-03-09","1952-10-26","1","1","0","Laborers",2,"0"
"150","1","0","1",0,166500,"Working","Secondary","Married","House / apartment","1918-03-09","1952-10-26","1","1","0","Laborers",2,"0"
"151","1","0","1",0,166500,"Working","Secondary","Married","House / apartment","1918-03-09","1952-10-26","1","1","0","Laborers",2,"0"
"152","1","0","1",0,166500,"Working","Secondary","Married","House / apartment","1918-03-09","1952-10-26","1","1","0","Laborers",2,"0"
"153","1","0","1",0,166500,"Working","Secondary","Married","House / apartment","1918-03-09","1952-10-26","1","1","0","Laborers",2,"0"
"154","1","0","1",0,166500,"Working","Secondary","Married","House / apartment","1918-03-09","1952-10-26","1","1","0","Laborers",2,"0"
"155","1","0","1",0,166500,"Working","Secondary","Married","House / apartment","1918-03-09","1952-10-26","1","1","0","Laborers",2,"0"
"156","2","1","1",0,270000,"Commercial associate","Secondary","Married","House / apartment","1915-08-17","1940-04-25","0","0","1","Laborers",2,"0"
"157","2","1","1",0,225000,"Commercial associate","Secondary","Married","House / apartment","1930-06-10","1962-05-26","0","0","0","Laborers",2,"1"
"158","2","1","1",0,225000,"Commercial associate","Secondary","Married","House / apartment","1930-06-10","1962-05-26","0","0","0","Laborers",2,"0"
"159","2","0","1",0,315000,"Working","Secondary","Single","House / apartment","1941-02-08","1966-09-25","0","0","0","Accountants",1,"0"
"160","2","0","1",0,315000,"Working","Secondary","Single","House / apartment","1941-02-08","1966-09-25","0","0","0","Accountants",1,"0"
"161","2","0","1",2,157500,"Working","Secondary","Single","House / apartment","1930-10-12","1968-06-25","0","0","0","Core staff",3,"0"
"162","2","0","1",2,157500,"Working","Secondary","Single","House / apartment","1930-10-12","1968-06-25","0","0","0","Core staff",3,"0"
"163","2","0","1",0,148500,"Working","Higher education","Married","House / apartment","1921-09-14","1967-07-27","0","0","0","Core staff",2,"0"
"164","2","0","1",0,148500,"Working","Higher education","Married","House / apartment","1921-09-14","1967-07-27","0","0","0","Core staff",2,"0"
"165","2","0","1",0,148500,"Working","Higher education","Married","House / apartment","1921-09-14","1967-07-27","0","0","0","Core staff",2,"1"
"166","2","0","1",0,148500,"Working","Higher education","Married","House / apartment","1921-09-14","1967-07-27","0","0","0","Core staff",2,"1"
"167","2","0","1",0,148500,"Working","Higher education","Married","House / apartment","1921-09-14","1967-07-27","0","0","0","Core staff",2,"0"
"168","2","0","1",0,148500,"Working","Higher education","Married","House / apartment","1921-09-14","1967-07-27","0","0","0","Core staff",2,"0"
"169","2","0","1",2,202500,"Working","Higher education","Married","House / apartment","1939-11-23","1963-09-26","0","0","1","Core staff",4,"0"
"170","2","0","1",2,202500,"Working","Higher education","Married","House / apartment","1939-11-23","1963-09-26","0","0","1","Core staff",4,"1"
"171","2","0","1",2,202500,"Working","Higher education","Married","House / apartment","1939-11-23","1963-09-26","0","0","1","Core staff",4,"0"
"172","2","0","1",2,202500,"Working","Higher education","Married","House / apartment","1939-11-23","1963-09-26","0","0","1","Core staff",4,"0"
"173","2","0","1",2,202500,"Working","Higher education","Married","House / apartment","1939-11-23","1963-09-26","0","0","1","Core staff",4,"0"
"174","1","0","1",0,202500,"Working","Secondary","Single","House / apartment","1945-09-28","1967-07-27","1","0","0","Drivers",1,"0"
"175","1","0","1",0,202500,"Working","Secondary","Single","House / apartment","1945-09-28","1967-07-27","1","0","0","Drivers",1,"0"
"176","2","1","1",0,112500,"Commercial associate","Secondary","Single","House / apartment","1949-07-01","1967-10-27","0","1","1","Private service staff",1,"0"
"177","1","1","1",0,315000,"Working","Secondary","Civil marriage","House / apartment","1941-05-23","1964-04-25","0","0","0","Sales staff",2,"0"
"178","1","1","1",0,315000,"Working","Secondary","Civil marriage","House / apartment","1941-05-23","1964-04-25","0","0","0","Sales staff",2,"0"
"179","1","1","1",0,315000,"Working","Secondary","Civil marriage","House / apartment","1941-05-23","1964-04-25","0","0","0","Sales staff",2,"0"
"180","1","1","1",0,315000,"Working","Secondary","Civil marriage","House / apartment","1941-05-23","1964-04-25","0","0","0","Sales staff",2,"0"
"181","1","1","1",0,315000,"Working","Secondary","Civil marriage","House / apartment","1941-05-23","1964-04-25","0","0","0","Sales staff",2,"0"
"182","1","1","1",0,315000,"Working","Secondary","Civil marriage","House / apartment","1941-05-23","1964-04-25","0","0","0","Sales staff",2,"0"
"183","1","1","1",0,315000,"Working","Secondary","Civil marriage","House / apartment","1941-05-23","1964-04-25","0","0","0","Sales staff",2,"0"
"184","1","1","1",0,315000,"Working","Secondary","Civil marriage","House / apartment","1941-05-23","1964-04-25","0","0","0","Sales staff",2,"0"
"185","1","1","1",0,315000,"Working","Secondary","Civil marriage","House / apartment","1941-05-23","1964-04-25","0","0","0","Sales staff",2,"0"
"186","2","1","1",0,270000,"Commercial associate","Incomplete higher","Civil marriage","Municipal apartment","1941-11-25","1961-04-25","0","1","1","High skill tech staff",2,"0"
"187","2","1","1",0,270000,"Commercial associate","Incomplete higher","Civil marriage","Municipal apartment","1941-11-25","1961-04-25","0","1","1","High skill tech staff",2,"0"
"188","2","1","1",1,450000,"State servant","Higher education","Married","House / apartment","1921-06-21","1968-01-24","0","1","1","Core staff",3,"0"
"189","2","1","1",1,450000,"State servant","Higher education","Married","House / apartment","1921-06-21","1968-01-24","0","1","1","Core staff",3,"0"
"190","1","0","1",1,180000,"Working","Secondary","Married","With parents","1931-05-04","1966-06-25","0","0","0","Drivers",3,"0"
"191","2","0","1",0,112500,"Working","Higher education","Civil marriage","House / apartment","1942-06-13","1961-04-25","0","0","1","Laborers",2,"0"
"192","2","0","1",0,112500,"Working","Higher education","Civil marriage","House / apartment","1942-06-13","1961-04-25","0","0","1","Laborers",2,"1"
"193","2","0","1",0,112500,"Working","Higher education","Civil marriage","House / apartment","1942-06-13","1961-04-25","0","0","1","Laborers",2,"0"
"194","1","0","1",0,90000,"Working","Secondary","Married","House / apartment","1913-10-16","1954-04-25","0","0","0","Drivers",2,"0"
"195","1","0","1",0,90000,"Working","Secondary","Married","House / apartment","1913-10-16","1954-04-25","0","0","0","Drivers",2,"0"
"196","1","1","0",2,202500,"Commercial associate","Higher education","Married","House / apartment","1929-09-03","1961-10-26","0","0","0","Laborers",4,"0"
"197","1","1","0",2,202500,"Commercial associate","Higher education","Married","House / apartment","1929-09-03","1961-10-26","0","0","0","Laborers",4,"0"
"198","1","1","1",0,247500,"Working","Secondary","Married","House / apartment","1935-06-06","1958-12-25","0","0","0","Drivers",2,"0"
"199","1","1","1",1,765000,"Working","Higher education","Married","House / apartment","1936-08-10","1966-09-25","1","0","0","Managers",3,"1"
"200","1","1","1",1,765000,"Working","Higher education","Married","House / apartment","1936-08-10","1966-09-25","1","0","0","Managers",3,"0"
"201","1","1","1",1,765000,"Working","Higher education","Married","House / apartment","1936-08-10","1966-09-25","1","0","0","Managers",3,"0"
"202","2","0","1",1,270000,"Commercial associate","Secondary","Married","House / apartment","1932-07-20","1957-12-24","0","0","1","Accountants",3,"0"
"203","2","0","1",1,270000,"Commercial associate","Secondary","Married","House / apartment","1932-07-20","1957-12-24","0","0","1","Accountants",3,"0"
"204","2","0","1",1,270000,"Commercial associate","Secondary","Married","House / apartment","1932-07-20","1957-12-24","0","0","1","Accountants",3,"0"
"205","2","0","1",0,315000,"Working","Higher education","Separated","House / apartment","1933-09-01","1968-06-25","0","0","0","Managers",1,"0"
"206","2","0","1",0,315000,"Working","Higher education","Separated","House / apartment","1933-09-01","1968-06-25","0","0","0","Managers",1,"0"
"207","1","1","1",2,157500,"Working","Secondary","Married","With parents","1934-10-18","1958-11-24","0","1","0","Drivers",4,"0"
"208","1","1","1",2,157500,"Working","Secondary","Married","With parents","1934-10-18","1958-11-24","0","1","0","Drivers",4,"0"
"209","1","1","1",2,157500,"Working","Secondary","Married","With parents","1934-10-18","1958-11-24","0","1","0","Drivers",4,"0"
