"","ID","Gender","Own_car","Own_realty","No_children","Income","Marital_status","No_family_members","Risk_user"
"260",5009205,2,0,0,0,292500,2,2,"0"
"261",5009206,2,0,0,0,292500,2,2,"0"
"262",5009207,2,0,0,0,292500,2,2,"0"
"263",5009208,2,0,0,0,292500,2,2,"0"
"264",5009209,2,0,0,0,292500,2,2,"1"
"265",5009210,2,0,0,0,292500,2,2,"0"
"266",5009213,2,0,0,0,270000,2,2,"0"
"267",5009215,2,0,0,0,270000,2,2,"1"
"268",5009216,2,0,0,0,270000,2,2,"0"
"269",5009217,2,0,0,0,270000,2,2,"0"
"270",5009220,2,1,0,0,225000,2,2,"0"
"271",5009222,2,1,0,0,225000,2,2,"0"
"272",5009223,2,1,0,0,225000,2,2,"0"
"273",5009224,2,1,0,0,225000,2,2,"0"
"274",5009225,2,1,0,0,225000,2,2,"0"
"275",5009226,2,1,0,0,225000,2,2,"0"
"276",5009227,2,1,0,0,225000,2,2,"0"
"277",5009232,2,1,0,0,225000,2,2,"0"
"278",5009233,2,1,0,0,225000,2,2,"0"
"279",5009234,2,1,0,0,225000,2,2,"0"
"280",5009236,2,1,0,0,225000,2,2,"0"
"281",5009238,1,1,0,0,157500,2,2,"0"
"282",5009239,1,1,0,0,157500,2,2,"0"
"283",5009240,1,1,0,0,157500,2,2,"0"
"284",5009241,1,1,0,0,157500,2,2,"0"
"285",5009242,2,0,0,0,74250,2,1,"0"
"286",5009243,2,0,0,0,74250,2,1,"0"
"287",5009244,2,0,0,0,74250,2,1,"0"
"288",5009249,1,1,0,1,135000,2,3,"0"
"289",5009250,1,1,0,1,135000,2,3,"0"
"290",5009251,1,1,0,1,135000,2,3,"0"
"291",5009252,1,1,0,1,135000,2,3,"0"
"292",5009253,1,1,0,1,135000,2,3,"0"
"293",5009255,2,0,0,0,144000,NA,1,"0"
"294",5009257,2,0,0,0,144000,NA,1,"0"
"295",5009258,2,0,0,0,144000,NA,1,"0"
"296",5009260,2,0,0,0,202500,2,2,"0"
"297",5009261,2,0,0,0,202500,2,2,"1"
"298",5009262,2,0,0,0,202500,2,2,"0"
"299",5009263,2,0,0,0,202500,2,2,"1"
"300",5009265,1,1,0,0,337500,2,2,"0"
"301",5009266,1,1,0,0,337500,2,2,"0"
"302",5009267,1,1,0,0,337500,2,2,"0"
"303",5009268,1,1,0,0,337500,2,2,"0"
"304",5009269,1,1,0,0,337500,2,2,"0"
"305",5009270,1,0,0,0,180000,2,2,"0"
"306",5009271,1,0,0,0,180000,2,2,"0"
"307",5009272,1,0,0,0,180000,2,2,"0"
"308",5009274,1,0,0,0,180000,2,2,"0"
"309",5009275,1,0,0,0,180000,2,2,"0"
"310",5009276,1,0,0,0,180000,2,2,"0"
"311",5009277,1,0,0,0,180000,2,2,"0"
"312",5009278,2,0,0,0,130500,2,2,"0"
"313",5009279,2,0,0,0,130500,2,2,"0"
"314",5009280,2,0,0,0,130500,2,2,"0"
"315",5009281,2,0,0,0,130500,2,2,"0"
"316",5009284,2,0,0,0,130500,2,2,"0"
"317",5009285,2,0,0,0,130500,2,2,"0"
"318",5009286,2,0,0,0,130500,2,2,"0"
"319",5009287,2,0,0,0,130500,2,2,"0"
"320",5009289,2,0,0,0,130500,2,2,"0"
"321",5009290,2,0,0,0,130500,2,2,"0"
"322",5009291,2,0,0,0,130500,2,2,"0"
"323",5009292,2,0,0,0,130500,2,2,"0"
"324",5009293,2,0,0,0,130500,2,2,"0"
"325",5009294,2,0,0,0,130500,2,2,"0"
"326",5009297,2,0,0,0,193500,NA,1,"1"
"327",5009299,2,0,0,0,193500,NA,1,"1"
"328",5009300,2,0,0,0,193500,NA,1,"0"
"329",5009301,2,0,0,0,193500,NA,1,"0"
"330",5009325,1,1,0,0,267750,2,2,"0"
"331",5009327,1,1,0,0,267750,2,2,"0"
"332",5009328,1,1,0,0,267750,2,2,"0"
"333",5009329,1,1,0,0,267750,2,2,"0"
"334",5009330,1,1,0,0,267750,2,2,"0"
"335",5009331,1,1,0,0,267750,2,2,"0"
"336",5009332,1,1,0,0,267750,2,2,"0"
"337",5009333,1,1,0,0,267750,2,2,"0"
"338",5009335,2,0,0,0,139500,2,1,"0"
"339",5009336,2,0,0,0,139500,2,1,"0"
"340",5009337,2,0,0,0,139500,2,1,"0"
"341",5009338,1,0,0,0,67500,2,2,"0"
"342",5009339,1,0,0,0,67500,2,2,"1"
"343",5009340,1,1,0,0,252000,2,2,"0"
"344",5009341,1,1,0,0,252000,2,2,"0"
"345",5009342,1,1,0,0,252000,2,2,"0"
"346",5009343,1,1,0,0,252000,2,2,"0"
"347",5009344,1,1,0,0,252000,2,2,"0"
"348",5009345,1,1,0,0,252000,2,2,"0"
"349",5009346,1,1,0,0,252000,2,2,"0"
"350",5009349,1,0,0,0,180000,2,2,"0"
"351",5009354,1,0,0,0,180000,2,2,"1"
"352",5009355,2,0,0,0,135000,2,2,"0"
"353",5009358,2,0,0,0,135000,2,2,"0"
"354",5009359,2,1,0,0,9e+05,NA,1,"1"
"355",5009360,2,1,0,0,9e+05,NA,1,"1"
"356",5009361,1,1,0,0,180000,2,2,"0"
"357",5009362,1,1,0,0,180000,2,2,"0"
"358",5009363,1,1,0,0,180000,2,2,"0"
"359",5009364,1,1,0,0,180000,2,2,"0"
"360",5009365,1,1,0,0,180000,2,2,"0"
"361",5009366,1,1,0,0,180000,2,2,"1"
"362",5009367,1,1,0,0,180000,2,2,"0"
"363",5009378,2,0,0,2,225000,2,4,"0"
"364",5009379,1,1,0,1,135000,2,3,"0"
"365",5009380,1,1,0,1,135000,2,3,"0"
"366",5009381,1,1,0,1,135000,2,3,"0"
"367",5009382,1,1,0,1,135000,2,3,"0"
"368",5009383,2,0,0,0,450000,2,2,"0"
"369",5009384,2,0,0,0,450000,2,2,"0"
"370",5009386,2,0,0,0,450000,2,2,"0"
"371",5009387,2,0,0,0,450000,2,2,"0"
"372",5009389,1,0,0,0,279000,NA,1,"1"
"373",5009391,1,0,0,0,279000,NA,1,"1"
"374",5009392,1,0,0,0,279000,NA,1,"0"
"375",5009393,1,0,0,0,279000,NA,1,"0"
"376",5009394,1,0,0,0,279000,NA,1,"1"
"377",5009395,1,0,0,0,279000,NA,1,"0"
"378",5009396,2,0,0,1,76500,2,3,"0"
"379",5009397,2,0,0,1,76500,2,3,"0"
"380",5009398,2,0,0,1,76500,2,3,"0"
"381",5009399,2,0,0,1,76500,2,3,"0"
"382",5009400,2,0,0,1,76500,2,3,"0"
"383",5009401,2,0,0,1,76500,2,3,"0"
"384",5009402,1,0,0,0,202500,2,2,"0"
"385",5009403,1,0,0,0,202500,2,2,"0"
"386",5009404,2,0,0,2,67500,2,4,"0"
"387",5009405,1,0,0,0,234000,2,2,"0"
"388",5009406,1,0,0,0,234000,2,2,"0"
"389",5009408,1,0,0,0,234000,2,2,"0"
"390",5009410,1,0,0,0,234000,2,2,"0"
"391",5009415,2,0,0,0,90000,NA,1,"1"
"392",5009416,2,0,0,0,90000,NA,1,"0"
"393",5009417,2,0,0,0,90000,NA,1,"1"
"394",5009418,2,0,0,0,90000,NA,1,"0"
"395",5009419,2,0,0,0,90000,NA,1,"0"
"396",5009420,2,0,0,0,90000,NA,1,"0"
"397",5009421,2,0,0,0,90000,NA,1,"0"
"398",5009423,2,0,0,0,81000,2,2,"0"
"399",5009424,1,0,0,0,108000,NA,1,"1"
"400",5009425,1,0,0,0,108000,NA,1,"0"
"401",5009428,1,0,0,0,198000,NA,1,"0"
"402",5009429,1,0,0,0,198000,NA,1,"0"
"403",5009431,1,1,0,0,360000,2,2,"0"
"404",5009447,1,1,0,0,81000,2,2,"0"
"405",5009448,1,1,0,0,81000,2,2,"0"
"406",5009450,2,0,0,0,202500,2,2,"0"
"407",5009451,2,0,0,0,202500,2,2,"0"
"408",5009452,2,0,0,0,202500,2,2,"0"
"409",5009453,2,0,0,0,202500,2,2,"0"
"410",5009454,2,0,0,0,202500,2,2,"0"
"411",5009455,2,0,0,0,202500,2,2,"0"
"412",5009456,2,0,0,0,202500,2,2,"0"
"413",5009457,2,0,0,0,202500,2,2,"0"
"414",5009458,2,0,0,0,202500,2,2,"0"
"415",5009484,2,0,0,0,135000,2,2,"0"
"416",5009485,2,0,0,0,135000,2,2,"0"
"417",5009490,1,1,0,0,135000,2,2,"0"
"418",5009492,1,1,0,0,135000,2,2,"0"
"419",5009493,1,1,0,0,270000,2,2,"0"
"420",5009494,1,1,0,0,270000,2,2,"0"
"421",5009495,1,1,0,0,270000,2,2,"0"
"422",5009497,1,1,0,0,270000,2,2,"0"
"423",5009498,1,1,0,0,270000,2,2,"0"
"424",5009499,1,1,0,0,270000,2,2,"0"
"425",5009500,1,1,0,0,270000,2,2,"0"
"426",5009501,1,1,0,0,270000,2,2,"0"
"427",5009502,1,1,0,0,270000,2,2,"0"
"428",5009503,1,1,0,0,270000,2,2,"0"
"429",5009507,2,0,0,0,202500,2,2,"0"
"430",5009508,2,0,0,0,202500,2,2,"1"
"431",5009509,2,0,0,0,202500,2,2,"0"
"432",5009510,2,0,0,0,202500,2,2,"0"
"433",5009512,2,0,0,0,157500,2,2,"0"
"434",5009513,2,0,0,0,157500,2,2,"1"
"435",5009515,2,0,0,0,157500,2,2,"0"
"436",5009516,2,0,0,0,157500,2,2,"0"
"437",5009517,2,0,0,0,157500,2,2,"0"
"438",5009518,1,1,0,2,180000,2,4,"0"
"439",5009519,1,1,0,2,180000,2,4,"0"
"440",5009521,1,1,0,2,180000,2,4,"0"
"441",5009523,1,1,0,1,112500,2,2,"0"
"442",5009524,1,1,0,1,112500,2,2,"1"
"443",5009525,1,1,0,1,112500,2,2,"0"
"444",5009536,1,1,0,0,216000,2,2,"0"
"445",5009537,2,1,0,0,202500,2,2,"0"
"446",5009540,2,1,0,0,202500,2,2,"0"
"447",5009541,2,1,0,0,202500,2,2,"1"
"448",5009543,2,0,0,0,198000,2,2,"0"
"449",5009545,2,0,0,0,198000,2,2,"0"
"450",5009546,2,0,0,0,198000,2,2,"1"
"451",5009548,2,0,0,0,198000,2,2,"0"
"452",5009551,2,0,0,0,198000,2,2,"0"
"453",5009553,2,0,0,0,198000,2,2,"0"
"454",5009554,2,0,0,0,198000,2,2,"0"
"455",5009555,2,0,0,0,198000,2,2,"0"
"456",5009556,2,0,0,0,198000,2,2,"1"
"457",5009557,2,0,0,0,198000,2,2,"0"
"458",5009558,2,0,0,0,198000,2,2,"1"
"459",5009559,2,0,0,0,198000,2,2,"0"
"460",5009560,2,0,0,0,198000,2,2,"0"
"461",5009561,2,0,0,0,198000,2,2,"0"
"462",5009565,1,1,0,0,180000,2,2,"0"
"463",5009566,1,1,0,0,180000,2,2,"0"
"464",5009567,1,1,0,0,180000,2,2,"0"
"465",5009568,1,1,0,0,180000,2,2,"0"
"466",5009569,1,1,0,0,180000,2,2,"0"
"467",5009570,1,1,0,0,180000,2,2,"0"
"468",5009571,1,1,0,0,180000,2,2,"0"
"469",5009572,1,1,0,0,180000,2,2,"0"
"470",5009573,1,1,0,0,180000,2,2,"0"
"471",5009574,1,1,0,0,180000,2,2,"0"
"472",5009575,2,1,0,0,315000,2,2,"0"
"473",5009576,2,1,0,0,315000,2,2,"0"
"474",5009582,2,0,0,0,90000,2,1,"1"
"475",5009583,2,0,0,0,90000,2,1,"0"
"476",5009584,2,0,0,0,90000,2,1,"1"
"477",5009585,2,0,0,0,45000,2,1,"0"
"478",5009586,2,0,0,0,45000,2,1,"0"
"479",5009593,2,1,0,0,144000,2,2,"0"
"480",5009594,2,1,0,0,144000,2,2,"0"
"481",5009595,2,1,0,0,144000,2,2,"0"
"482",5009597,2,1,0,0,144000,2,2,"0"
"483",5009599,2,1,0,0,144000,2,2,"0"
"484",5009600,2,1,0,0,144000,2,2,"0"
"485",5009602,2,1,0,0,315000,2,2,"0"
"486",5009603,2,0,0,1,112500,2,3,"0"
"487",5009605,2,0,0,1,112500,2,3,"0"
"488",5009606,2,0,0,1,112500,2,3,"0"
"489",5009607,2,0,0,2,144000,2,4,"0"
"490",5009608,2,0,0,2,144000,2,4,"0"
"491",5009609,2,0,0,2,144000,2,4,"0"
"492",5009610,2,0,0,2,144000,2,4,"0"
"493",5009611,2,0,0,2,144000,2,4,"0"
"494",5009612,2,0,0,2,144000,2,4,"0"
"495",5009613,2,0,0,2,144000,2,4,"0"
"496",5009614,2,0,0,2,144000,2,4,"0"
"497",5009620,1,1,0,0,135000,2,2,"0"
"498",5009622,1,1,0,0,135000,2,2,"0"
"499",5009623,1,1,0,0,135000,2,2,"0"
"500",5009624,1,1,0,0,135000,2,2,"0"
"501",5009625,2,0,0,0,238500,2,2,"0"
"502",5009627,2,0,0,0,238500,2,2,"0"
"503",5009628,2,0,0,0,238500,2,2,"1"
"504",5009629,2,0,0,0,238500,2,2,"0"
"505",5009631,2,0,0,0,112500,2,2,"0"
"506",5009632,2,0,0,0,112500,2,2,"0"
"507",5009633,1,1,0,1,144000,2,3,"0"
"508",5009634,1,1,0,1,144000,2,3,"0"
"509",5009646,1,0,0,0,117000,NA,1,"0"
"510",5009647,1,0,0,0,117000,NA,1,"0"
"511",5009648,1,0,0,0,117000,NA,1,"0"
"512",5009671,2,0,0,0,135000,2,2,"0"
"513",5009672,2,0,0,0,135000,2,2,"0"
"514",5009694,1,1,0,0,1350000,2,2,"1"
"515",5009695,1,1,0,0,1350000,2,2,"1"
"516",5009698,1,1,0,0,1350000,2,2,"1"
"517",5009699,1,1,0,0,1350000,2,2,"1"
"518",5009700,1,1,0,0,1350000,2,2,"1"
"519",5009706,2,0,0,0,157500,2,2,"0"
"520",5009707,2,0,0,0,157500,2,2,"0"
"521",5009709,2,0,0,0,157500,2,2,"0"
"522",5009711,2,1,0,0,135000,2,2,"0"
"523",5009712,2,1,0,0,135000,2,2,"0"
"524",5009724,2,0,0,0,135000,2,2,"0"
"525",5009725,2,0,0,0,135000,2,2,"0"
"526",5009726,2,0,0,0,135000,2,2,"0"
"527",5009727,2,0,0,0,135000,2,2,"0"
"528",5009729,1,1,0,0,292500,2,2,"0"
"529",5009730,1,1,0,0,292500,2,2,"0"
"530",5009731,1,1,0,0,292500,2,2,"0"
"531",5009732,2,1,0,0,270000,2,2,"0"
